,rating,name,review,verified,vote,date,length
1385,neutral,Stephen Van Vuuren,Bought this a small monitor for computer in tight space and to use as portablesmall monitor for laptop video work The good news The image is great for the price really first rate and no complaints at all for color resolution or contrast Also good news monitor is nice and light with plenty of inputs two HDMI and included adaptor for RCA But it goes downhill from there Stand is a poorly designed and requires screws Simply bad design for something this small Its too short for stiff cables especially HDMI for use on table or flat surface Right angle cables are probably the way to go adding to the cost Method of attached and changing height modified shoe mount is finicky and hard to do in tight spaces or with any precision Same for angle adjustments Included AC adaptor cable woefully too short will not reach many desk to floor situations If you are going set this one up and have right angled cables and power close by the image quality p resolution and good images are stars But IMO everything is to stars Going to keep it but not in love with it,True,0.0,03.09.2018,195
1386,negative,H. Chen,one month after installed the DVR start to breaking signals sometime all cameras lost signal I have to reboot to see all cams comes alive but it only last no more than one hour and then signal breaking off one by one again,True,0.0,04.02.2018,43
1387,negative,Jeff D,Purchased April and it died end of March Asking to insert MicroSD card Put it in a PC and it wants to format My wife was using it in her Moto G Play phone She does not save a ton of things to it some pictures and games GB version,True,0.0,08.04.2018,50
1388,neutral,Miltz,This is really a great camera overall solid and fun to use The lens is very very sharp and the autofocus is much better than expected So why only stars Did i feel special using it Did it feel amazing using it Sadly no I loved the small size and compactness But there are plenty of small cameras available The two big issues for me are the sensor and EVF Firstly the sensor behaves much like Canons previous generation sensors The shadows are terribly banded if the files are pushed Noisy too but atleast you can remove some of that The banding is bad and can not be removed Second the EVF is crap when compared to others in the business Its too small period I never used it And in cameras under have better EVFs I also did not prefer the color rendering of the sensor If you do not push your files and want a super compact well built camera with a excellent lens then this is a good option If Leica updates the sensor EVF and makes the autofocus even more reliable then the camera will be worth the price I am patiently waiting for version,False,5.0,16.06.2018,199
1389,positive,RoyBrewer,shipped as promised meets our requirements,True,0.0,08.03.2018,6
1390,positive,Nancy Hester,works great,True,0.0,15.02.2018,2
1392,neutral,Ruth Ann Monti,The button that screams Netflix was very helpful Now I just stream it through Cox,True,0.0,30.04.2018,15
1393,neutral,Rick Smith,Its pretty good for the price its a little difficult to turn off but volume and convenience makes it acceptable,True,0.0,09.05.2018,20
1395,negative,Amazon Customer,not what I needed but the sound is great,True,0.0,20.06.2018,9
1396,negative,DFrankelMSC,This did not work well and now sits in a drawer,True,0.0,22.08.2018,11
1397,negative,John Rayner,I copied Gb of data onto this drive and then unmounted correctly Two days later I inserted it into the same computer and got the following message The disk you inserted was not readable by this computer Luckily I adhere to double copies of data a less careful person might have seriously lost something valuable I tried reinitializing the drive and unfortunately I just get errors It was quite a bit slower than I expected but it is physically very small,True,14.0,07.04.2018,81
1398,negative,A. Herring,Did not workAmazon made it right,True,0.0,14.04.2018,6
1401,negative,James Andrew Johnston,The speaker on this mic is ok but the mic sounds very muffled people complain to me I sound muffled when I use this mic when I unplug mic people say it sounds clear I have of these mics both of them sound the same you get what you pay for,True,0.0,29.03.2018,51
1403,neutral,pen name,The ball clamp is week and can not support the iPad Pro,True,0.0,03.01.2018,12
1404,neutral,Miguel Bautista,just ok,True,0.0,02.01.2018,2
1405,neutral,Stephen E Shoesmith,This unit is labeled as an outdoor unit And I can agree with that up to a point The camera unit itself is definitely waterresistant even in heavy downpours The caveat to this is that the allinone cable that extends out the back is NOT weatherproof in any way see pic I attached of the cable Also this unit does not hook directly to AC power but comes with an external power adapter that you connect to the allinone cable To be able to use this realistically in an outdoor setting I had to purchase a weatherproof electrical box to hold the end of the cable and the DC power adapter Then I had to mount a single AC receptacle in the box in which to plug in the DC adapter Not exactly what I would call an out of the box outdoorready unit Aside from the outdoor usage issues the camera works great with the CATe jack composite video audio jacks or wirelessly You do not have to install the included software for setup or to access it after setup Any browser will work It also has quality settings to reduce traffic over your network Another nice feature is you can set the infrared mode manually to auto or to come on and off at particular times Useful if infrared does not work well for your particular application,True,0.0,30.05.2018,229
1406,positive,LedDuck,Works well and easy to configure Was even able to setup a sitetosite VPN to a SonicWALL in my office,True,0.0,30.04.2018,20
